unit_id,source,recording,start_s,end_s,dur_ms,nn_cluster,knn15_dist,outside_envelope,x,y
xc_XC1089007_024,xc,XC1089007,27.074467120181403,27.353106575963714,278,21,6.429,True,3.92,11.06
xc_XC1089007_025,xc,XC1089007,27.74204081632653,27.99165532879818,249,8,4.023,False,0.54,-2.21
xc_XC1089007_026,xc,XC1089007,28.548934240362808,28.804353741496595,255,24,6.569,True,6.89,13.71
xc_XC1089007_027,xc,XC1089007,29.500952380952373,29.709931972789114,208,24,6.686,True,5.41,15.27
xc_XC1089007_028,xc,XC1089007,30.05242630385487,30.28462585034013,232,29,6.299,True,7.2,13.47
xc_XC1089007_029,xc,XC1089007,30.952199546485254,31.20761904761904,255,8,5.897,False,2.65,-3.19
xc_XC1089007_030,xc,XC1089007,31.602358276643987,31.89841269841269,296,8,3.639,False,2.19,-2.52
xc_XC1089007_031,xc,XC1089007,33.012970521541945,33.23936507936507,226,8,4.51,False,0.21,-2.19
xc_XC1089007_032,xc,XC1089007,35.94448979591836,36.17668934240363,232,8,4.788,False,0.35,-2.18
xc_XC1089007_033,xc,XC1089007,36.757188208616775,36.9835827664399,226,29,5.886,False,7.13,12.98
xc_XC1089007_034,xc,XC1089007,37.28544217687074,37.5350566893424,249,8,4.314,False,1.94,-1.5
xc_XC1089007_035,xc,XC1089007,38.30131519274376,38.57995464852607,278,8,5.166,False,2.66,0.23
xc_XC1089007_036,xc,XC1089007,39.06757369614512,39.322993197278905,255,33,6.464,True,7.44,10.13
xc_XC1089007_037,xc,XC1089007,40.03700680272108,40.40272108843537,365,5,6.21,True,3.59,4.67
xc_XC1089007_038,xc,XC1089007,40.710385487528335,41.02965986394557,319,26,5.838,False,5.1,8.84
xc_XC1089007_039,xc,XC1089007,41.47083900226757,41.7901133786848,319,24,5.93,False,2.91,12.37
xc_XC1089007_040,xc,XC1089007,42.347392290249424,42.37061224489795,23,49,5.416,False,-1.49,4.87
xc_XC1089007_041,xc,XC1089007,42.39383219954648,42.4344671201814,40,-1,5.47,False,-1.84,4.45
xc_XC1089007_042,xc,XC1089007,43.73478458049886,43.89732426303854,162,29,6.388,True,7.25,13.52
xc_XC1089007_043,xc,XC1089007,45.679455782312914,45.88263038548752,203,8,4.893,False,1.21,-2.25
xc_XC1089007_044,xc,XC1089007,46.64888888888888,46.88108843537414,232,29,5.883,False,7.07,13.33
xc_XC1089007_045,xc,XC1089007,46.95074829931972,47.13650793650793,185,29,5.932,False,7.32,13.37
xc_XC1089007_046,xc,XC1089007,49.79519274376416,50.01578231292516,220,8,4.195,False,0.56,-2.07
xc_XC1089007_047,xc,XC1089007,56.836643990929694,57.04562358276642,208,8,4.702,False,0.21,-2.31
